"id","name","station_id","facility_type","physical_city","physical_state","Vet Center Status
(Normal, Alpha, Bravo, Charlie, Delta)","facility_status
(Options: Normal services and hours, Facility notice, Limited services and hours, Facility closed)","facility_status_more_info
(limit 300 characters, plain text only, changed yellow if too long)"
"vc_0524V","Mesa Vet Center","0524V","vet_center","Mesa","AZ","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0730V","Mesquite Vet Center","0730V","vet_center","Mesquite","TX","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0422V","Metro East Vet Center","0422V","vet_center","Swansea","IL","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0139V","Middletown Vet Center","0139V","vet_center","Middletown","NY","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0716V","Midland Vet Center","0716V","vet_center","Midland","TX","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0415V","Milwaukee Vet Center","0415V","vet_center","Milwaukee","WI","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0404V","Minot Vet Center","0404V","vet_center","Minot","ND","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0528V","Missoula Vet Center","0528V","vet_center","Missoula","MT","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0741V","Mobile Vet Center","0741V","vet_center","Mobile","AL","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0650V","Modesto Vet Center","0650V","vet_center","Modesto","CA","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0334V","Montgomery Vet Center","0334V","vet_center","Montgomery","AL","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0216V","Morgantown Vet Center","0216V","vet_center","Morgantown","WV","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0347V","Myrtle Beach Vet Center","0347V","vet_center","Myrtle Beach","SC","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0348V","Naples Vet Center","0348V","vet_center","Naples","FL","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0724V","Nashville Vet Center","0724V","vet_center","Nashville","TN","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0138V","Nassau Vet Center","0138V","vet_center","Hicksville","NY","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_5161OS","Navajo Outstation","5161OS","vet_center","Chinle","AZ","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0128V","New Bedford Vet Center","0128V","vet_center","Fairhaven","MA","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0116V","New Haven Vet Center","0116V","vet_center","Orange","CT","Bravo Status","Limited services and hours","We're conducting all regularly scheduled appointments virtually at this time due to the coronavirus COVID-19. Please contact us by phone or online. If you need to talk with someone confidentially, please call us anytime day or night at 877-927-8387."
"vc_1081OS","Newington Outstation","1081OS","vet_center","Newington","NH","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0239V","Norristown Vet Center","0239V","vet_center","Norristown","PA","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0624V","North Orange County Vet Center","0624V","vet_center","Garden Grove","CA","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0646V","Northbay Vet Center","0646V","vet_center","Rohnert Park","CA","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0219V","Northeast Philadelphia Vet Center","0219V","vet_center","Philadelphia","PA","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0119V","Northern Maine Vet Center","0119V","vet_center","Caribou","ME","Bravo Status","Limited services and hours","We're conducting all regularly scheduled appointments virtually at this time due to the coronavirus COVID-19. Please contact us by phone or online. If you need to talk with someone confidentially, please call us anytime day or night at 877-927-8387."
"vc_0127V","Norwich Vet Center","0127V","vet_center","Norwich","CT","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0411V","Oak Park Vet Center","0411V","vet_center","Forest Park","IL","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0612V","Oakland Vet Center","0612V","vet_center","Oakland","CA","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0344V","Ocala Vet Center","0344V","vet_center","Ocala","FL","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0743V","Okaloosa County Vet Center","0743V","vet_center","Shalimar","FL","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0718V","Oklahoma City Vet Center","0718V","vet_center","Oklahoma City","OK","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0424V","Omaha Vet Center","0424V","vet_center","Omaha","NE","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0435V","Orland Park Vet Center","0435V","vet_center","Orland Park","IL","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0314V","Orlando Vet Center","0314V","vet_center","Orlando","FL","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0326V","Palm Beach Vet Center","0326V","vet_center","Greenacres","FL","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_2081OS","Parkersburg Outstation","2081OS","vet_center","Parkersburg","WV","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0206V","Parma Vet Center","0206V","vet_center","Parma","OH","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0338V","Pasco County Vet Center","0338V","vet_center","New Port Richey","FL","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0647V","Peninsula Vet Center","0647V","vet_center","Menlo Park","CA","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0742V","Pensacola Vet Center","0742V","vet_center","Pensacola","FL","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0417V","Peoria Vet Center","0417V","vet_center","Peoria","IL","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0517V","Phoenix Vet Center","0517V","vet_center","Phoenix","AZ","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0211V","Pittsburgh Vet Center","0211V","vet_center","Pittsburgh","PA","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0531V","Pocatello Vet Center","0531V","vet_center","Pocatello","ID","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0312V","Ponce Vet Center","0312V","vet_center","Ponce","PR","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0438V","Pontiac Vet Center","0438V","vet_center","Pontiac","MI","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0115V","Portland Vet Center","0115V","vet_center","Portland","ME","Bravo Status","Limited services and hours","We're conducting all regularly scheduled appointments virtually at this time due to the coronavirus COVID-19. Please contact us by phone or online. If you need to talk with someone confidentially, please call us anytime day or night at 877-927-8387."
"vc_0617V","Portland Vet Center","0617V","vet_center","Portland","OR","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0237V","Prince George's County Vet Center","0237V","vet_center","Clinton","MD","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0232V","Princeton Vet Center","0232V","vet_center","Princeton","WV","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0113V","Providence Vet Center","0113V","vet_center","Warwick","RI","Bravo Status","Facility closed","We've closed our Vet Center at this time, following coronavirus COVID-19 guidance from the CDC and our local health department. We're conducting all appointments virtually. Please contact us by phone or online. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0532V","Provo Vet Center","0532V","vet_center","Orem","UT","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0542V","Pueblo Vet Center","0542V","vet_center","Pueblo","CO","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0430V","Quad Cities Vet Center","0430V","vet_center","East Moline","IL","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0328V","Raleigh Vet Center","0328V","vet_center","Raleigh","NC","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0423V","Rapid City Vet Center","0423V","vet_center","Rapid City","SD","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0506V","Reno Vet Center","0506V","vet_center","Reno","NV","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0217V","Richmond Vet Center","0217V","vet_center","Richmond","VA","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0226V","Roanoke Vet Center","0226V","vet_center","Roanoke","VA","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0124V","Rochester Vet Center","0124V","vet_center","Rochester","NY","Bravo Status","Limited services and hours","We're conducting all regularly scheduled appointments virtually at this time due to the coronavirus COVID-19. Please contact us by phone or online. If you need to talk with someone confidentially, please call us anytime day or night at 877-927-8387."
"vc_0447V","Rockford Vet Center","0447V","vet_center","Rockford","IL","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0638V","Sacramento Vet Center","0638V","vet_center","Sacramento","CA","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0433V","Saginaw Vet Center","0433V","vet_center","Saginaw","MI","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0540V","Saint George Vet Center","0540V","vet_center","Saint George","UT","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0640V","Salem Vet Center","0640V","vet_center","Salem","OR","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0514V","Salt Lake City Vet Center","0514V","vet_center","Murray","UT","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0721V","San Antonio Northeast Vet Center","0721V","vet_center","San Antonio","TX","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0729V","San Antonio Northwest Vet Center","0729V","vet_center","San Antonio","TX","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0637V","San Bernardino Vet Center","0637V","vet_center","San Bernardino","CA","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0618V","San Diego Vet Center","0618V","vet_center","San Diego","CA","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0620V","San Francisco Vet Center","0620V","vet_center","San Francisco","CA","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0615V","San Jose Vet Center","0615V","vet_center","San Jose","CA","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0307V","San Juan Vet Center","0307V","vet_center","Guaynabo","PR","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0619V","San Luis Obispo Vet Center","0619V","vet_center","San Luis Obispo","CA","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0642V","San Marcos Vet Center","0642V","vet_center","San Marcos","CA","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0130V","Sanford Vet Center","0130V","vet_center","Springvale","ME","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0639V","Santa Cruz County Vet Center","0639V","vet_center","Capitola","CA","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0520V","Sante Fe Vet Center","0520V","vet_center","Sante Fe","NM","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0320V","Sarasota Vet Center","0320V","vet_center","Sarasota","FL","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0323V","Savannah Vet Center","0323V","vet_center","Savannah","GA","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0229V","Scranton Vet Center","0229V","vet_center","Scranton","PA","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0507V","Seattle Vet Center","0507V","vet_center","Seattle","WA","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0102V","Secaucus Vet Center","0102V","vet_center","Secaucus","NJ","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_6051OS","Sepulveda Outstation","6051OS","vet_center","Sepulveda","CA","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0704V","Shreveport Vet Center","0704V","vet_center","Shreveport","LA","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0213V","Silver Spring Vet Center","0213V","vet_center","Silver Spring","MD","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0428V","Sioux City Vet Center","0428V","vet_center","Sioux City","IA","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0425V","Sioux Falls Vet Center","0425V","vet_center","Sioux Falls","SD","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0444V","South Bend Vet Center","0444V","vet_center","South Bend","IN","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0118V","South Burlington Vet Center","0118V","vet_center","South Burlington","VT","Bravo Status","Limited services and hours","We're conducting all regularly scheduled appointments virtually at this time due to the coronavirus COVID-19. Please contact us by phone or online. If you need to talk with someone confidentially, please call us anytime day or night at 877-927-8387."
"vc_0230V","South Jersey Vet Center","0230V","vet_center","Egg Harbor Township","NJ","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0604V","South Orange County Vet Center","0604V","vet_center","Mission Viejo","CA","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_3271OS","Spindale Outstation","3271OS","vet_center","Spindale","NC","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
"vc_0510V","Spokane Vet Center","0510V","vet_center","Spokane","WA","Bravo Status","Limited services and hours","We're currently open for limited in-person service, and screening all visitors for symptoms, due to the coronavirus COVID-19. For individual and group counseling, we recommend using our telehealth services. If you need to talk with someone confidentially, please call us anytime 24/7 at 877-927-8387."
